STATE_UT,DISTRICT,BLOCK,VILLAGE,LATITUDE,LONGITUDE,Date,WL(mbgl)
Andhra Pradesh,Palnadu,Nuzendla,Inovolu,15.9932,79.6704,01-01-2018,3.3
Andhra Pradesh,Palnadu,Piduguralla,Brahmanpalli,16.5174,79.8311,01-01-2018,3.9
Andhra Pradesh,Palnadu,Piduguralla,Guttikonda,16.4306,79.8322,01-01-2018,4
Andhra Pradesh,Palnadu,Piduguralla,Thummalacheruvu,16.5255,79.7987,01-01-2018,6
Andhra Pradesh,Palnadu,Piduguralla,Zullakallu,16.4451,79.791,01-01-2018,1.9
Andhra Pradesh,Palnadu,Rajupalem,Kondamodu,16.4608,79.9206,01-01-2018,7.4
Andhra Pradesh,Palnadu,Rentachintala,Rentachintala,16.5514,79.5477,01-01-2018,1.3
Andhra Pradesh,Palnadu,Rentachintala,Tummurukota,16.55819,79.46019,01-01-2018,10.7
Andhra Pradesh,Palnadu,Rompicherla,Rompicherla,16.21,79.9133,01-01-2018,3.5
Andhra Pradesh,Palnadu,Rompicherla,Santagudipadu,16.2534,79.9141,01-01-2018,4.5
Andhra Pradesh,Palnadu,Sattenapalle,Rentapalle,16.4713,80.1364,01-01-2018,6.9
Andhra Pradesh,Palnadu,Sattenapalle,Sattenapalli,16.4063,80.1479,01-01-2018,3.1
Andhra Pradesh,Palnadu,Veldurthy,Mandadi,16.4084,79.4054,01-01-2018,9.7
Andhra Pradesh,Palnadu,Veldurthy,Sirigiripadu,16.3043,79.3263,01-01-2018,7.9
Andhra Pradesh,Palnadu,Vinukonda,Gonuguntla Varipalem,16.0276,79.7929,01-01-2018,1.6
Andhra Pradesh,Palnadu,Vinukonda,Vinukonda,16.0519,79.7434,01-01-2018,7.6
Andhra Pradesh,Parvathipuram Manyam,Balijipeta,Balajipet,18.61133,83.5286,01-01-2018,4.9
Andhra Pradesh,Parvathipuram Manyam,Balijipeta,Chilakalapalli,18.59297,83.53333,01-01-2018,2.7
Andhra Pradesh,Parvathipuram Manyam,Komarada,Gangaraivalasa,18.85779,83.45795,01-01-2018,5.7
Andhra Pradesh,Parvathipuram Manyam,Komarada,Komarada,18.89838,83.46246,01-01-2018,6.8
Andhra Pradesh,Parvathipuram Manyam,Komarada,Vikrampuram,18.81211,83.44511,01-01-2018,2.5
Andhra Pradesh,Parvathipuram Manyam,Kurupam,Gumma,18.95874,83.64385,01-01-2018,3.4
Andhra Pradesh,Parvathipuram Manyam,Kurupam,Kurupana,18.86602,83.55304,01-01-2018,5.6
Andhra Pradesh,Parvathipuram Manyam,Makkuva,Payakapadu,18.64645,83.27307,01-01-2018,1.6
Andhra Pradesh,Parvathipuram Manyam,Palakonda,Palakonda,18.59812,83.76553,01-01-2018,2.8
Andhra Pradesh,Parvathipuram Manyam,Palakonda,Thumarada,18.60846,83.71434,01-01-2018,5.2
Andhra Pradesh,Parvathipuram Manyam,Parvathipuram,Parvatipuram,18.77248,83.42375,01-01-2018,3.1
Andhra Pradesh,Parvathipuram Manyam,Salur,Saluru,18.52449,83.20765,01-01-2018,8.1
Andhra Pradesh,Parvathipuram Manyam,Salur,Sanyasirajupeta,18.5173,83.20788,01-01-2018,4.2
Andhra Pradesh,Parvathipuram Manyam,Seethampeta,Haddubangi,18.732,83.8257,01-01-2018,3.4
Andhra Pradesh,Parvathipuram Manyam,Seethampeta,Sitampeta,18.69251,83.81716,01-01-2018,1.7
Andhra Pradesh,Parvathipuram Manyam,Seethanagaram,Appayyapet,18.67715,83.37247,01-01-2018,2.9
Andhra Pradesh,Parvathipuram Manyam,Seethanagaram,Maripivalasa,18.71808,83.38151,01-01-2018,4.3
Andhra Pradesh,Parvathipuram Manyam,Veeraghattam,Veeraghattam,18.68731,83.61234,01-01-2018,3.4
Andhra Pradesh,Prakasam,Bestavaripeta,Somavaripeta,15.5579,79.107,01-01-2018,6.9
Andhra Pradesh,Prakasam,Chandra Sekhara PuramC.S. Puram,,15.1831,79.2747,01-01-2018,4.9
Andhra Pradesh,Prakasam,Chimakurthi,Chimakurti,15.58835,79.84234,01-01-2018,7.7
Andhra Pradesh,Prakasam,Cumbum,Porumamilapalli,15.5622,79.0881,01-01-2018,7
Andhra Pradesh,Prakasam,Cumbum,Turumella,15.5228,78.9861,01-01-2018,5.7
Andhra Pradesh,Prakasam,Darsi,Darsi,15.7625,79.6767,01-01-2018,5.3
Andhra Pradesh,Prakasam,Donakonda,Donakonda,15.831,79.4872,01-01-2018,8.1
Andhra Pradesh,Prakasam,Kurichedu,Vengaiahpalem,15.9236,79.5942,01-01-2018,4.8
Andhra Pradesh,Prakasam,Mundlamuru,Voolagallu,15.80735,79.7807,01-01-2018,2.6
Andhra Pradesh,Prakasam,Naguluppala Padu,Chedalavada,15.60837,80.09308,01-01-2018,6
Andhra Pradesh,Prakasam,Naguluppala Padu,Uppugundur,15.6753,80.1639,01-01-2018,2.9
Andhra Pradesh,Prakasam,Ongole,Ongole,15.50935,80.0473,01-01-2018,2.7
Andhra Pradesh,Prakasam,Pamur,Ayyavarepalli,15.1126,79.5663,01-01-2018,12.3
Andhra Pradesh,Prakasam,Pamur,Malakonda,15.1152,79.6387,01-01-2018,13.6
Andhra Pradesh,Prakasam,Pamur,Veggampalli,15.1739,79.4433,01-01-2018,11.7
Andhra Pradesh,Prakasam,Pedacherlo Palle,Pedda Alavalapadu,15.3272,79.6267,01-01-2018,7.5
Andhra Pradesh,Prakasam,Podili,Agraharam,15.59446,79.68223,01-01-2018,9.8
Andhra Pradesh,Prakasam,Podili,Oneguruvaipalem,15.6825,79.6461,01-01-2018,5.6
Andhra Pradesh,Prakasam,Podili,Tallamalla,15.5933,79.7267,01-01-2018,5.2
Andhra Pradesh,Prakasam,Ponnaluru,Muttarasupalem,15.2486,79.8408,01-01-2018,10.9
Andhra Pradesh,Prakasam,Ponnaluru,Venkupalem,15.3022,79.7469,01-01-2018,10
Andhra Pradesh,Prakasam,Ponnaluru,Venkupalem,15.30291,79.7413,01-01-2018,10.8
Andhra Pradesh,Prakasam,Santhanuthala Padu,Santanutalapadu,15.5461,79.9394,01-01-2018,5.6
Andhra Pradesh,Prakasam,Tarlupadu,Tadivaripalli,15.5899,79.2755,01-01-2018,43.4
Andhra Pradesh,Prakasam,Tripuranthakam,Gollapalli,15.9267,79.3964,01-01-2018,5.9
Andhra Pradesh,Prakasam,Tripuranthakam,Guttalaumadivrm,16.01712,79.56061,01-01-2018,5.3
Andhra Pradesh,Sri Potti Sriramulu Nellore,Allur,Isakapalli,14.73338,80.09681,01-01-2018,3.5
Andhra Pradesh,Sri Potti Sriramulu Nellore,Atmakur,Atmakur,14.64637,79.61362,01-01-2018,2.6
Andhra Pradesh,Sri Potti Sriramulu Nellore,Atmakur,Karatamoadu,14.67953,79.53852,01-01-2018,2.1
Andhra Pradesh,Sri Potti Sriramulu Nellore,Atmakur,Vasili,14.61695,79.67268,01-01-2018,2.4
Andhra Pradesh,Sri Potti Sriramulu Nellore,Bogole,Bitragunta,14.76601,80.00311,01-01-2018,8.6
Andhra Pradesh,Sri Potti Sriramulu Nellore,Bogole,Kada Nutala,14.79097,79.99968,01-01-2018,1.8
Andhra Pradesh,Sri Potti Sriramulu Nellore,Chejerla,Aduripalli,14.44264,79.60458,01-01-2018,13.8
Andhra Pradesh,Sri Potti Sriramulu Nellore,Chejerla,Bodipadu,14.51642,79.57495,01-01-2018,1.6
Andhra Pradesh,Sri Potti Sriramulu Nellore,Chejerla,Nagulavellaturu,14.49425,79.51952,01-01-2018,1.5
Andhra Pradesh,Sri Potti Sriramulu Nellore,Dagadarthi,Sunnapubatti,14.68174,79.97377,01-01-2018,4.2
Andhra Pradesh,Sri Potti Sriramulu Nellore,Duttalur,Brehmeshwaram,14.8545,79.45924,01-01-2018,10.5
Andhra Pradesh,Sri Potti Sriramulu Nellore,Duttalur,Nandipadu,14.8059,79.34457,01-01-2018,6.8
Andhra Pradesh,Sri Potti Sriramulu Nellore,Jaladanki,Thommidho Mile,14.86425,79.88461,01-01-2018,0.6
Andhra Pradesh,Sri Potti Sriramulu Nellore,Kaligiri,Chinna Annaluru,14.9103,79.68415,01-01-2018,7.3
Andhra Pradesh,Sri Potti Sriramulu Nellore,Kaligiri,Dubagunta,14.916,79.72476,01-01-2018,5.7
Andhra Pradesh,Sri Potti Sriramulu Nellore,Kaligiri,Kaligiri,14.82872,79.69651,01-01-2018,5.9
Andhra Pradesh,Sri Potti Sriramulu Nellore,Kaluvoya,Kaluvaya,14.5113,79.41278,01-01-2018,4
Andhra Pradesh,Sri Potti Sriramulu Nellore,Kandukur,Kandukur,15.21853,79.9115,01-01-2018,1.8
Andhra Pradesh,Sri Potti Sriramulu Nellore,Kavali,Kavali,14.90866,79.99386,01-01-2018,2.9
Andhra Pradesh,Sri Potti Sriramulu Nellore,Kodavalur,North Rajupalem,14.55709,79.98958,01-01-2018,1.6
Andhra Pradesh,Sri Potti Sriramulu Nellore,Kondapuram,Kondapuram,14.99231,79.68212,01-01-2018,7.8
Andhra Pradesh,Sri Potti Sriramulu Nellore,Kovur,Kovvuru,14.50273,79.98525,01-01-2018,1.8
Andhra Pradesh,Sri Potti Sriramulu Nellore,Manubolu,Manubolu,14.19191,79.87183,01-01-2018,2
Andhra Pradesh,Sri Potti Sriramulu Nellore,Manubolu,Vadlapudi,14.30307,79.77921,01-01-2018,4.2
Andhra Pradesh,Sri Potti Sriramulu Nellore,Marripadu,Bata,14.71863,79.22008,01-01-2018,4.3
Andhra Pradesh,Sri Potti Sriramulu Nellore,Muthukur,Brahmadevam,14.34904,80.06427,01-01-2018,3.2
Andhra Pradesh,Sri Potti Sriramulu Nellore,Muthukur,Muthukuru,14.29006,80.09472,01-01-2018,3.2
Andhra Pradesh,Sri Potti Sriramulu Nellore,Nellore Rural,Nellore,14.4366,79.96418,01-01-2018,5.7
Andhra Pradesh,Sri Potti Sriramulu Nellore,Podalakur,Podalakur,14.38095,79.73099,01-01-2018,12.1
Andhra Pradesh,Sri Potti Sriramulu Nellore,Podalakur,Shanti Nagar,14.42992,79.76156,01-01-2018,0.7
Andhra Pradesh,Sri Potti Sriramulu Nellore,Podalakur,Tatiparthi,14.51794,79.7661,01-01-2018,2.6
Andhra Pradesh,Sri Potti Sriramulu Nellore,Rapur,Rapur,14.20146,79.53513,01-01-2018,1.1
Andhra Pradesh,Sri Potti Sriramulu Nellore,Sangam,Sangam,14.58751,79.7432,01-01-2018,0.7
Andhra Pradesh,Sri Potti Sriramulu Nellore,Udayagiri,Udayagiri,14.87614,79.31101,01-01-2018,14.5
Andhra Pradesh,Sri Potti Sriramulu Nellore,Ulavapadu,Chagollu,15.11691,80.00647,01-01-2018,6.8
Andhra Pradesh,Sri Potti Sriramulu Nellore,Ulavapadu,Ulavapadu,15.1631,80.0091,01-01-2018,5.8
Andhra Pradesh,Sri Potti Sriramulu Nellore,Venkatachalam,Kanupur,14.32886,79.90271,01-01-2018,3.9
Andhra Pradesh,Sri Potti Sriramulu Nellore,Venkatachalam,Sarvepalli,14.29116,79.96563,01-01-2018,4.3
Andhra Pradesh,Sri Potti Sriramulu Nellore,Venkatachalam,Venkatachalam,14.32889,79.92748,01-01-2018,2.4
Andhra Pradesh,Sri Potti Sriramulu Nellore,Vidavalur,Choukacherla,14.6136,80.0472,01-01-2018,1.1
Andhra Pradesh,Sri Potti Sriramulu Nellore,Vidavalur,Ramathirdam,14.63985,80.14294,01-01-2018,3.6
Andhra Pradesh,Sri Potti Sriramulu Nellore,Voletivari Palem,Pokur,15.17841,79.8179,01-01-2018,6.2
Andhra Pradesh,Sri Sathya Sai,Amarapuram,Palasamudram,13.9605,77.6761,01-01-2018,1.9
Andhra Pradesh,Sri Sathya Sai,Chennekothapalle,Chenna Kothapalli,14.27033,77.6254,01-01-2018,11.9
Andhra Pradesh,Sri Sathya Sai,Dharmavaram,Dharmavaram,14.4138,77.71609,01-01-2018,1.6
Andhra Pradesh,Sri Sathya Sai,Gudibanda,Budipalli,13.9738,77.1648,01-01-2018,6.7
Andhra Pradesh,Sri Sathya Sai,Gudibanda,Narasingarayana Roppam,14.00991,77.19881,01-01-2018,34.4
Andhra Pradesh,Sri Sathya Sai,Gudibanda,Palaram,13.956,77.1083,01-01-2018,4.7
Andhra Pradesh,Sri Sathya Sai,Hindupur,Manesamudram,13.8805,77.5292,01-01-2018,7.4
Andhra Pradesh,Sri Sathya Sai,Kadiri,Alampur,14.194,78.1656,01-01-2018,2
Andhra Pradesh,Sri Sathya Sai,Kadiri,Muthyalacherevu,14.1031,78.0998,01-01-2018,0.9
Andhra Pradesh,Sri Sathya Sai,Lepakshi,Kanchisamudram,13.7752,77.6117,01-01-2018,4.8
Andhra Pradesh,Sri Sathya Sai,Madakasira,Kallumarri,13.8782,77.3806,01-01-2018,3.1
Andhra Pradesh,Sri Sathya Sai,Madakasira,Kothulagutta,13.92059,77.2191,01-01-2018,4.1
Andhra Pradesh,Sri Sathya Sai,Madakasira,Madakasira,13.9411,77.276,01-01-2018,0.9
Andhra Pradesh,Sri Sathya Sai,Mudigubba,Adivi Brahmanapalli,14.3549,78.0366,01-01-2018,0.2
Andhra Pradesh,Sri Sathya Sai,Mudigubba,Malakavemula,14.27,78.0575,01-01-2018,1.4
Andhra Pradesh,Sri Sathya Sai,Nallacheruvu,Nalla Cheruvu,13.987,78.1878,01-01-2018,12.6
Andhra Pradesh,Sri Sathya Sai,Obuladevarecheruvu,Ingaluru,14.04485,78.0403,01-01-2018,3.3
Andhra Pradesh,Sri Sathya Sai,Obuladevarecheruvu,O.D.Cheruvu,14.0217,77.9952,01-01-2018,6
Andhra Pradesh,Sri Sathya Sai,Obuladevarecheruvu,Tangdikunta,13.9425,77.9345,01-01-2018,3
Andhra Pradesh,Sri Sathya Sai,Penukonda,Asvattarayana Roppam,14.0269,77.2737,01-01-2018,1.7
Andhra Pradesh,Sri Sathya Sai,Penukonda,Penukonda,14.0863,77.5976,01-01-2018,12.9
Andhra Pradesh,Sri Sathya Sai,Puttaparthi,Kambalaparthi,14.1377,77.9099,01-01-2018,3.2
Andhra Pradesh,Sri Sathya Sai,Rolla,Hottebetta,13.88139,77.15972,01-01-2018,6
Andhra Pradesh,Sri Sathya Sai,Rolla,Kothapalam,13.8768,77.1462,01-01-2018,3.5
Andhra Pradesh,Sri Sathya Sai,Rolla,Rolla,13.8392,77.1037,01-01-2018,17.9
Andhra Pradesh,Sri Sathya Sai,Rolla,Rolla,13.8414,77.1054,01-01-2018,11.8
Andhra Pradesh,Sri Sathya Sai,Talupula,Talapula,14.2421,78.25569,01-01-2018,11.3
Andhra Pradesh,Sri Sathya Sai,Tanakal,Tanakallu,13.9171,78.196,01-01-2018,7.3
Andhra Pradesh,Srikakulam,Gara,Gara,18.3298,84.05194,01-01-2018,5
Andhra Pradesh,Srikakulam,Gara,Kalingapatnam,18.3428,84.1225,01-01-2018,2.2
Andhra Pradesh,Srikakulam,Gara,Kalingapatnam,18.34011,84.12212,01-01-2018,2.3
Andhra Pradesh,Srikakulam,Gara,Sallapeta,18.29574,83.97742,01-01-2018,2.9
Andhra Pradesh,Srikakulam,Gara,Srikurmam,18.2724,84.00281,01-01-2018,2.9
Andhra Pradesh,Srikakulam,Hiramandalam,Gotta,18.69371,83.97065,01-01-2018,1.9
Andhra Pradesh,Srikakulam,Hiramandalam,Heeramandalam,18.67521,83.94893,01-01-2018,3.3
Andhra Pradesh,Srikakulam,Hiramandalam,Kolata,18.71025,84.00452,01-01-2018,6.5
Andhra Pradesh,Srikakulam,Hiramandalam,Pedda Sankhili,18.7042,83.9278,01-01-2018,4.5
Andhra Pradesh,Srikakulam,Ichapuram,Ichapuram,19.11838,84.68646,01-01-2018,1.8
Andhra Pradesh,Srikakulam,Jalumuru,Chalavaripeta,18.50932,84.06321,01-01-2018,2.1
Andhra Pradesh,Srikakulam,Kanchili,Kanchili,18.98366,84.58468,01-01-2018,5
Andhra Pradesh,Srikakulam,Kotabommili,Jarajangi,18.49895,84.13273,01-01-2018,1.3
Andhra Pradesh,Srikakulam,Kotabommili,Kobbari Chetlapeta,18.50221,84.12714,01-01-2018,2.9
Andhra Pradesh,Srikakulam,Kotabommili,Tharli Bodapadu,18.55868,84.18418,01-01-2018,5.7
Andhra Pradesh,Srikakulam,Mandasa,Haripuram,18.84549,84.50551,01-01-2018,2.2
Andhra Pradesh,Srikakulam,Meliaputti,Jadupalli,18.7584,84.23316,01-01-2018,1.8
Andhra Pradesh,Srikakulam,Meliaputti,Meliaputti,18.77424,84.17358,01-01-2018,2.4
Andhra Pradesh,Srikakulam,Meliaputti,Pedda Padmapuram,18.75953,84.16202,01-01-2018,2.9
Andhra Pradesh,Srikakulam,Meliaputti,Sundarada,18.73943,84.13496,01-01-2018,3.9
Andhra Pradesh,Srikakulam,Nandigam,Pata Tekkali,18.63045,84.36011,01-01-2018,2
Andhra Pradesh,Srikakulam,Narasannapeta,Narasannapeta,18.41926,84.04795,01-01-2018,4.5
Andhra Pradesh,Srikakulam,Palasa,Palasa,18.75704,84.41747,01-01-2018,5.3
Andhra Pradesh,Srikakulam,Palasa,Tekkalipatnam,18.73941,84.3319,01-01-2018,2.6
Andhra Pradesh,Srikakulam,Pathapatnam,Patapatnam,18.75142,84.09409,01-01-2018,3.5
Andhra Pradesh,Srikakulam,Ponduru,Ponduru,18.35559,83.75528,01-01-2018,3.4
Andhra Pradesh,Srikakulam,Ranastalam,Phidi Bheemavaram,18.14667,83.62835,01-01-2018,1.7
Andhra Pradesh,Srikakulam,Santhabommali,Naupada,18.56505,84.2998,01-01-2018,2.3
Andhra Pradesh,Srikakulam,Saravakota,Aldu,18.5781,84.05364,01-01-2018,3.1
Andhra Pradesh,Srikakulam,Sompeta,Baruva,18.88136,84.59152,01-01-2018,1.7
Andhra Pradesh,Srikakulam,Sompeta,Korlam,18.9059,84.55421,01-01-2018,0.9
Andhra Pradesh,Srikakulam,Sompeta,Mamidipalli,18.86268,84.54777,01-01-2018,3.6
Andhra Pradesh,Srikakulam,Sompeta,Sompet,18.9391,84.58572,01-01-2018,4.7
Andhra Pradesh,Srikakulam,Srikakulam,Arasavalli,18.28904,83.91594,01-01-2018,2.1
Andhra Pradesh,Srikakulam,Srikakulam,Patasrikakulam,18.27269,83.90515,01-01-2018,7
Andhra Pradesh,Srikakulam,Srikakulam,Peddapadu,18.31518,83.92726,01-01-2018,2.9
Andhra Pradesh,Srikakulam,Tekkali,Tekkali,18.60218,84.23796,01-01-2018,4.6
Andhra Pradesh,Srikakulam,Vajrapukotturu,Bendigetu,18.71807,84.3883,01-01-2018,3.2
Andhra Pradesh,Srikakulam,Vajrapukotturu,Veerabhadrapuram,18.7303,84.36406,01-01-2018,2.2
Andhra Pradesh,Tirupati,Balayapalle,Melchuru,13.90801,79.73149,01-01-2018,0.1
Andhra Pradesh,Tirupati,Buchinadidu Khandriga,Nilavaai,13.63705,79.90084,01-01-2018,1.5
Andhra Pradesh,Tirupati,Chandragiri,Mungilipattu,13.56087,79.24931,01-01-2018,4.2
Andhra Pradesh,Tirupati,Chillakur,Budankm,14.07216,79.891,01-01-2018,5.9
Andhra Pradesh,Tirupati,Chillakur,Ramareddypalem,14.14043,80.0066,01-01-2018,1.5
Andhra Pradesh,Tirupati,Chillakur,Tikkavaram,14.12114,79.95847,01-01-2018,1.7
Andhra Pradesh,Tirupati,Chittamur,Aravapalem,13.93052,80.03844,01-01-2018,2.4
Andhra Pradesh,Tirupati,Kota,Chittedu,14.05429,79.98029,01-01-2018,1.9
Andhra Pradesh,Tirupati,Kota,Kesavaram,14.06234,79.96086,01-01-2018,4.8
Andhra Pradesh,Tirupati,Kota,Vidyanagar,14.03057,80.03122,01-01-2018,4.5
Andhra Pradesh,Tirupati,Nagalapuram,Baita Kodiam Bedu,13.36953,79.81433,01-01-2018,4.8
Andhra Pradesh,Tirupati,Nagalapuram,Naagalapuram,13.39547,79.77703,01-01-2018,3
Andhra Pradesh,Tirupati,Nagalapuram,Suritipalli,13.3354,79.87299,01-01-2018,2.8
Andhra Pradesh,Tirupati,Naidupeta,Brahmana Puduru Agraharam 13.89905,,79.92676,01-01-2018,1.7
Andhra Pradesh,Tirupati,Pakala,Damalcheruvu,13.47804,79.04815,01-01-2018,1.7
Andhra Pradesh,Tirupati,Puttur,Puttur,13.44472,79.55105,01-01-2018,0.4
Andhra Pradesh,Tirupati,Ramachandrapuram,Balijepalli,13.52126,79.38072,01-01-2018,4.1
Andhra Pradesh,Tirupati,Renigunta,Guthuvaripalli,13.6514,79.5425,01-01-2018,3.7
Andhra Pradesh,Tirupati,Satyavedu,Ammasi Reddy Kandriga,13.45656,79.96375,01-01-2018,2.4
Andhra Pradesh,Tirupati,Satyavedu,Madam Bedu,13.41146,79.92859,01-01-2018,8.2
Andhra Pradesh,Tirupati,Satyavedu,Satyavedu,13.4258,79.95153,01-01-2018,3.5
Andhra Pradesh,Tirupati,Srikalahasti,Sri Kalahasti,13.75236,79.70245,01-01-2018,3.3
Andhra Pradesh,Tirupati,Sullurpeta,Atkanitipa,13.72248,80.12406,01-01-2018,0.4
Andhra Pradesh,Tirupati,Sullurpeta,Tallampadu,13.7281,79.9503,01-01-2018,2
Andhra Pradesh,Tirupati,Tirupati (Rural),Krishnapuram,13.80003,79.95281,01-01-2018,4.8
Andhra Pradesh,Tirupati,Tirupati (Rural),Thurupupalli,13.62377,78.69937,01-01-2018,1.7
Andhra Pradesh,Tirupati,Tirupati (Urban),Tirumala,13.68484,79.34463,01-01-2018,3
Andhra Pradesh,Tirupati,Tirupati (Urban),Tirupati(U),13.64248,79.42151,01-01-2018,5.6
Andhra Pradesh,Tirupati,Vakadu,Durgaraja-Patnam,13.97861,80.15644,01-01-2018,2.3
Andhra Pradesh,Tirupati,Varadaiahpalem,Chinna Panduru,13.54444,79.94166,01-01-2018,1.7
Andhra Pradesh,Tirupati,Venkatagiri,Gopalpuram,14.02157,79.62605,01-01-2018,1.1
Andhra Pradesh,Tirupati,Venkatagiri,Venkatagiri,13.94989,79.58621,01-01-2018,4.8
Andhra Pradesh,Tirupati,Yerpedu,Erpedu,13.69716,79.59404,01-01-2018,7.7
Andhra Pradesh,Tirupati,Yerpedu,Pallem,13.82023,79.58479,01-01-2018,0
Andhra Pradesh,Visakhapatnam,Bheemunipatnam,Bhimunipatnam,17.89302,83.45341,01-01-2018,9.3
Andhra Pradesh,Visakhapatnam,Bheemunipatnam,Bhimunipatnam,17.88763,83.45207,01-01-2018,3.2
Andhra Pradesh,Visakhapatnam,Bheemunipatnam,Maharajupeta,17.9507,83.4181,01-01-2018,3.4
Andhra Pradesh,Visakhapatnam,Pendurthi,Bandavaripalem,17.83242,83.22914,01-01-2018,3.8
Andhra Pradesh,Visakhapatnam,Pendurthi,Gurrampalem,17.84168,83.21524,01-01-2018,3
Andhra Pradesh,Visakhapatnam,Pendurthi,Pendurti,17.82347,83.20844,01-01-2018,1.1
Andhra Pradesh,Visakhapatnam,Pendurthi,Vepagunta,17.77592,83.21678,01-01-2018,3
Andhra Pradesh,Visakhapatnam,Visakhapatnam (U),Kancherapalem,17.73902,83.26686,01-01-2018,5.5
Andhra Pradesh,Visakhapatnam,Visakhapatnam (U),Lawson'S Bay,17.73279,83.34172,01-01-2018,5.3
Andhra Pradesh,Visakhapatnam,Visakhapatnam (U),Pithapuram,17.71698,83.32689,01-01-2018,6.2
Andhra Pradesh,Visakhapatnam,Visakhapatnam(Rural),Kotaveedhi,17.6901,83.2919,01-01-2018,5.3
Andhra Pradesh,Visakhapatnam,Visakhapatnam(Rural),Peddagadili,17.7577,83.3258,01-01-2018,4.9
Andhra Pradesh,Visakhapatnam,Visakhapatnam(Rural),Potinamallayapalem,17.80292,83.3542,01-01-2018,17.3
Andhra Pradesh,Visakhapatnam,Visakhapatnam(Rural),Rishikonda,17.7801,83.38513,01-01-2018,3.1
Andhra Pradesh,Visakhapatnam,Visakhapatnam(Rural),Visalakshinagar,17.7549,83.3469,01-01-2018,4.9
Andhra Pradesh,Vizianagaram,Bobbili,Bobbili,18.57116,83.34872,01-01-2018,2.1
Andhra Pradesh,Vizianagaram,Bobbili,Kokadavalasa,18.60908,83.42365,01-01-2018,5.2
Andhra Pradesh,Vizianagaram,Bondapalle,Bondapalli,18.2412,83.3463,01-01-2018,3.1
Andhra Pradesh,Vizianagaram,Bondapalle,Gotlam,18.1636,83.3779,01-01-2018,5.2
Andhra Pradesh,Vizianagaram,Dattirajeru,Dattirajeru,18.37184,83.40044,01-01-2018,2.7
Andhra Pradesh,Vizianagaram,Dattirajeru,Maradam,18.40389,83.33682,01-01-2018,4.2
Andhra Pradesh,Vizianagaram,Denkada,Denkada,18.0753,83.4789,01-01-2018,4.5
Andhra Pradesh,Vizianagaram,Denkada,Natavalasa,18.0753,83.4789,01-01-2018,4.9
Andhra Pradesh,Vizianagaram,Gajapathinagaram,Gajarayanivalasa,18.4873,83.3283,01-01-2018,4.7
Andhra Pradesh,Vizianagaram,Gantyada,Konda Thamarapalli,18.16225,83.2562,01-01-2018,4.4
Andhra Pradesh,Vizianagaram,Gantyada,Narava,18.06275,83.5254,01-01-2018,1.6
Andhra Pradesh,Vizianagaram,Garividi,Garividi,18.28022,83.52826,01-01-2018,6.8
Andhra Pradesh,Vizianagaram,Garividi,Kapusambam,18.34491,83.58895,01-01-2018,5.6
Andhra Pradesh,Vizianagaram,Jami,Almanda Village,17.99468,83.24301,01-01-2018,4
Andhra Pradesh,Vizianagaram,Jami,Kotha Bheemasinghi,18.0366,83.2894,01-01-2018,2.6
Andhra Pradesh,Vizianagaram,Jami,Kumaram,18.04625,83.31885,01-01-2018,3.8
Andhra Pradesh,Vizianagaram,Kothavalasa,Chinnaravupalli,17.96707,83.22178,01-01-2018,3.5
Andhra Pradesh,Vizianagaram,Kothavalasa,Kothavalasa,17.8967,83.1856,01-01-2018,3.1
Andhra Pradesh,Vizianagaram,Lakkavarapukota,Lakkavarapu Kota,17.9673,83.17547,01-01-2018,3
Andhra Pradesh,Vizianagaram,Lakkavarapukota,Mallavedu,18.0254,83.15206,01-01-2018,3.5
Andhra Pradesh,Vizianagaram,Merakamudidam,Garbham,18.369,83.4535,01-01-2018,4.5
Andhra Pradesh,Vizianagaram,Pusapatirega,Kanimetta,18.12625,83.58858,01-01-2018,4.8
Andhra Pradesh,Vizianagaram,Rajam,Rajam,18.44599,83.65337,01-01-2018,1.5
Andhra Pradesh,Vizianagaram,Ramabhadrapuram,Tarapuram,18.50233,83.25378,01-01-2018,2.8
Andhra Pradesh,Vizianagaram,Srungavarapukota,Gowripuram,18.155,83.1318,01-01-2018,3.2
Andhra Pradesh,Vizianagaram,Srungavarapukota,S.Kota,18.11594,83.1378,01-01-2018,1.5
Andhra Pradesh,Vizianagaram,Srungavarapukota,Tatipudi,18.1695,83.1926,01-01-2018,3.7
Andhra Pradesh,Vizianagaram,Therlam,Agraharam,18.46213,83.49821,01-01-2018,4.1
Andhra Pradesh,Vizianagaram,Therlam,Kollivalasa,18.52212,83.52698,01-01-2018,1
Andhra Pradesh,Vizianagaram,Therlam,Locherala,18.48406,83.53432,01-01-2018,5.4
Andhra Pradesh,Vizianagaram,Vizianagaram,Vizianagaram,18.10388,83.39395,01-01-2018,3.9
Andhra Pradesh,West Godavari,Akividu,Akiveedu,16.586,81.3882,01-01-2018,5.6
Andhra Pradesh,West Godavari,Akividu,Akiveedu,16.583,81.3889,01-01-2018,1
Andhra Pradesh,West Godavari,Attili,Attili,16.686,81.6052,01-01-2018,3.6
Andhra Pradesh,West Godavari,Bhimavaram,Narsimhapuram,16.5582,81.5017,01-01-2018,1.2
Andhra Pradesh,West Godavari,Iragavaram,Gowrabalu,16.6983,81.6309,01-01-2018,1.6
